author	birth	death	origin
Tankred Dorst	1925	2017	Germany
Thea Astley	1925	2004	Australia
Thor Vilhjálmsson	1925	2011	Scotland/Iceland
Tony Hillerman	1925	2008	US
Tui Flower	1925	2017	N Zealand
Vincent Buckley	1925	1988	Australia
W. H. Canaway	1925	1988	England
William F. Buckley Jr.	1925	2008	US
William Farquhar Conton	1925	2003	Gambia/Sierra Leone
Yukio Mishima	1925	1970	Japan
Yuri Trifonov	1925	1981	USSR
A. R. Ammons	1926	2001	US
Abu Ishaque	1926	2003	India/Bangladesh
Alasdair Maclean	1926	1994	Scotland
Alda Neves da Graça do Espírito Santo	1926	2010	São Tomé and Príncipe/Angola
Allen Ginsberg	1926	1997	US
Andrew Mango	1926	2014	Turkey/England
Anna Adams	1926	2011	England
Anne McCaffrey	1926	2011	US/Ireland
Annette Mbaye d'Erneville	1926	*	Senegal
Anthony Sampson	1926	2004	England
Arno J. Mayer	1926	*	Luxembourg/US
Aubrey Kachingwe	1926	*	Nyasaland/Malawi
Autran Dourado	1926	2012	Brazil
Barbara Anderson	1926	2013	N Zealand
Blanca Varela	1926	2009	Peru
Bo Carpelan	1926	2011	Finland
Bryan R. Wilson	1926	2004	England
Camil Baciu	1926	2005	Romania/France
Catherine Glyn Davies	1926	2007	Wales/England
Charles Le Quintrec	1926	2008	France
Charles Whiting	1926	2007	England
Chie Nakane	1926	2021	Japan
David Attenborough	1926	*	England
David Chadwick	1926	2020	US
Djamila Debèche	1926	2010	Algeria/France
Driss Chraïbi	1926	2007	Morocco/France
Duro Ladipo	1926	1978	Nigeria
Edwar al-Kharrat	1926	2015	Egypt
Efraín Jara Idrovo	1926	2018	Ecuador
Egon Wolff	1926	2016	Chile
Elisabeth Beresford	1926	2010	France/England
Elizabeth Jennings	1926	2001	England
Elmer Kelton	1926	2009	US
Erich Loest	1926	2013	Germany
Éva Janikovszky	1926	2003	Hungary
Evelyn Anthony	1926	2018	England
Frank Daniel	1926	1996	Czechoslovakia/US
Frank O'Hara	1926	1966	US
Gareth Alban Davies	1926	2009	Wales/England
Gene Kemp	1926	2015	England
Gillian Avery	1926	2016	England
Gyula Hernádi	1926	2005	Hungary
Harper Lee	1926	2016	US
Hermann Kant	1926	2016	Germany
Indriði G. Þorsteinsson	1926	2000	Iceland
Ingeborg Bachmann	1926	1973	Austria
Iryna Senyk	1926	2009	Ukraine
Isabel Quigly	1926	2018	Spain/England
Jackie Forster	1926	1998	England
Jaime Sabines	1926	1999	Mexico
James K. Baxter	1926	1972	N Zealand
James Krüss	1926	1997	Germany/Spain
James Merrill	1926	1995	US
James Reaney	1926	2008	Canada
Jan Morris	1926	2020	England/Wales
Jean Sénac	1926	1973	Algeria
Jeanne de Cavally	1926	1992	Ivory Coast
John Berger	1926	2017	England
John Dalmas	1926	2017	US
John Edgar Colwell Hearne	1926	1994	Jamaica
John Fowles	1926	2005	England
John Gardner	1926	2007	
John Knowles	1926	2001	US
Jorge Enrique Adoum	1926	2009	Ecuador
José Luis González	1926	1996	
June Margaret Litman	1926	1991	N Zealand
Leonid Dimov	1926	1987	Romania
Luis Alberto Costales	1926	2006	Ecuador
Mahasweta Devi	1926	2016	India
Margaret Laurence	1926	1987	Canada
Marie Takvam	1926	2008	Norway
Masaaki Tachihara	1926	1980	Japan
Michael Bond	1926	2017	England
Michel Butor	1926	2016	France
Michel Foucault	1926	1984	France
Michi Weglyn	1926	1999	US
Miguel Arteche	1926	2012	Chile
Miguel Brascó	1926	2014	Argentina
Miriam Schlein	1926	2004	US
Mitsugu Saotome	1926	2008	Japan
Mohamed Chafik	1926	*	Morocco
Muthoni Likimani	1926	*	Kenya
Neal Cassady	1926	1968	US/Mexico
Nizamuddin Asir Adrawi	1926	2021	India
Octavian Paler	1926	2007	Romania
Paul Blackburn	1926	1971	US
Pavle Ugrinov	1926	2007	Yugoslavia/Serbia
Per Wahlöö	1926	1975	Sweden
Philip Appleman	1926	2020	US
Phyllis Gotlieb	1926	2009	Canada
Poul Anderson	1926	2001	US
Raymond Garlick	1926	2011	England/Wales
René Depestre	1926	*	Haiti/Cuba
Richard Bartholomew	1926	1985	Burma/India
Richard Matheson	1926	2013	US
Richard Yates	1926	1992	US
Robert Bly	1926	2021	US
Robert Creeley	1926	2005	US
Roy Heath	1926	2008	British Guiana/England
Shamsuddin Abul Kalam	1926	1997	India/Bangladesh
Sheila Natusch	1926	2017	N Zealand
Shin'ichi Hoshi	1926	1997	Japan
Siegfried Lenz	1926	2014	Germany
Sonja Åkesson	1926	1977	Sweden
Svetoslav Slavchev	1926	2016	Bulgaria
T. Glynne Davies	1926	1988	Wales
Taw Phaya Galay	1926	2006	Burma/Myanmar
Thomas Hinde	1926	2014	England
Thomas N. Scortia	1926	1986	US
Tim LaHaye	1926	2016	US
Tsoncho Rodev	1926	2011	Bulgaria
U Thaung	1926	2008	Burma/US
Vasco Cabral	1926	2005	Guinea-Bissau
Wallace Breem	1926	1990	England
Wang Ruoshui	1926	2002	China
William J. Whalen	1926	2008	US
Abdel Khaliq Mahjub	1927	1971	Sudan
Aco Karamanov	1927	1944	Yugoslavia
Ahmadou Kourouma	1927	2003	Ivory Coast
Aké Loba	1927	2012	Ivory Coast/France
Akira Yoshimura	1927	2006	Japan
Alvin Schwartz	1927	1992	US
András Süto''	1927	2006	Romania/Hungary
Annie Bentoiu	1927	2015	Romania
Antero de Abreu	1927	2017	Angola/Portugal
Ariano Suassuna	1927	2014	Brazil
Atsuko Anzai	1927	*	Japan
Aung Thin	1927	2014	Burma/Myanmar
Bernard Chidzero	1927	2002	S Rhodesia/Zimbabwe
Budge Wilson	1927	1921	Canada
C. J. Stevens	1927	*	US
Charles Denis Mee	1927	*	England
Charles Tomlinson	1927	2015	England
Charles West	1927	*	England
Christopher N. L. Brooke	1927	2015	England
Correlli Barnett	1927	*	England
Daniel Keyes	1927	2014	US
David Diop	1927	1960	French W Africa
David Markson	1927	2010	US
David Mourão-Ferreira	1927	1996	Portugal
David Viñas	1927	2011	Argentina
Dieter Noll	1927	2008	Germany
Dusvan Slobodník	1927	2001	Czechoslovakia/Slovakia
Edward Abbey	1927	1989	US
Edwin Brock	1927	1997	England
Ellis Ayitey Komey	1927	1972	Ghana/England
Enrique Lafourcade	1927	2019	Chile
Ferenc Sánta	1927	2008	Romania/Hungary
Fouad al-Tikerly	1927	2008	Iraq/Jordan
Francis Selormey	1927	1983	Gold Coast/Ghana
Francisco Herrera Luque	1927	1991	Venezuela
Fred Ladd	1927	2021	US
Gabriel García Márquez	1927	2014	Colombia
Galway Kinnell	1927	2014	US
George Lamming	1927	2022	Barbados
George Vid Tomashevich	1927	2009	Yugoslavia/US
Gisèle Halimi	1927	2020	Tunisia/France
Giwi Margwelaschwili	1927	2020	Germany/Soviet Union
Grace Perry	1927	1987	Australia
Günter Grass	1927	2015	Germany
Guy Davenport	1927	2005	US
Harry Lawton	1927	2005	US
Harry Mulisch	1927	2010	Netherlands
Harry Thürk	1927	2005	Germany
Helen Asher	1927	2004	
Herbert Lichtenfeld	1927	2001	Germany
Indra Bahadur Rai	1927	2018	India
Ivar Eskeland	1927	2055	Norway
Jacques Dupin	1927	2012	France
James Wright	1927	1980	US
Jan Myrdal	1927	2020	Sweden
Jane Arden	1927	1982	England
Jill McDonald	1927	1982	N Zealand/England
Jimmy B. Bedford	1927	1990	US
Joan Lowery Nixon	1927	2003	US
John Akar	1927	1975	Sierra Leone
John Ashbery	1927	2017	US
Jón Hnefill Aðalsteinsson	1927	2010	Iceland
José Fernandes Fafe	1927	2017	Portugal
José Ricardo Mazó	1927	1987	Paraguay
Joseph Brahim Seid	1927	1980	Chad
Juan Benet	1927	1993	Spain
Julian Fane	1927	2009	England
Kenneth Anger	1927	*	US
Leónidas Lamborghini	1927	2009	Argentina
Ludwig Zeller	1927	2019	Chile
Luísa Dacosta	1927	2015	Portugal
Lyuben Dilov	1927	2008	Bulgaria
Malek Haddad	1927	1978	Algeria
Margaret Stuart Barry	1927	*	England
Marianne Fredriksson	1927	2007	Sweden
Martin Carter	1927	1997	British Guiana/Guyana
Martin Walser	1927	*	Germany
Mary Higgins Clark	1927	2020	US
Matilde Bianchi	1927	1991	Uruguay
Morio Kita	1927	2011	Japan
Nevenka Petric'	1927	2015	Yugoslavia/Serbia
Ognjenka Milic'evic'	1927	2008	Yugoslavia/Serbia
Páll Ólafsson	1927	2005	Iceland
Patricia Carlon	1927	2002	Australia
Paul Ableman	1927	2006	England
Paul Wühr	1927	2016	Germany/Italy
Pearse Hutchinson	1927	2012	Scotland/Ireland
Peggy Parish	1927	1988	US
Peter Dickinson	1927	2015	N Rhodesia/England
Peter Spier	1927	2017	Netherlands/US
Petronella Breinburg	1927	2019	Surinam/England
Philip Lamantia	1927	2005	US
Piet J. Kroonenberg	1927	2016	Netherlands
Qurratulain Haider	1927	2007	India
Randall Garrett	1927	1987	US
Richard Murphy	1927	2018	Ireland/England
Risto Kirjazovski	1927	2002	Greece/N Macedonia
Robert J. Fox	1927	2009	US
Robert Shaw	1927	1978	England/Ireland
Roberta Gellis	1927	2016	US
Rod Jellema	1927	2018	US
Rodolfo Walsh	1927	1977	Argentina
Shahidullah Kaiser	1927	1971	
Tilly Armstrong	1927	2010	England
Tom Mallin	1927	1977	England
Tomás Segovia	1927	2011	Spain/Mexico
Vera Henriksen	1927	2016	Norway
W. S. Merwin	1927	2019	US
Willis Barnstone	1927	*	US
Yusuf Idris	1927	1991	Egypt
Ahmad al-Tayyeb Aldj	1928	2012	Morocco
Alain Jouffroy	1928	2015	France
Alan E. Nourse	1928	1992	US
Alan Sillitoe	1928	2010	England
Alicia Yánez Cossío	1928	*	Ecuador
Alvin Toffler	1928	2016	US
Amparo Dávila	1928	2020	Mexico
André Schwarz-Bart	1928	2006	France/Guadeloupe
Andrés Rivera	1928	2016	Argentina
Andrew Greeley	1928	2013	US
Andrew Salkey	1928	1995	Panama/US
Andrey Dementyev	1928	2018	USSR/Russia
Andrzej Kijowski	1928	1985	Poland
Angélica Gorodischer	1928	2022	Argentina
Anise Koltz	1928	*	Luxembourg
Anita Brookner	1928	2016	England
Anne Sexton	1928	1974	US
Anthony Lejeune	1928	2018	England
Anwar Pasha	1928	1971	India
Babacar Sedikh Diouf	1928	*	Senegal
Begum Akhtar Riazuddin	1928	*	India/Pakistan
Bernard Heidsieck	1928	2014	France
Betsy Byars	1928	2020	US
Betty Berzon	1928	2006	US
Bruce Beaver	1928	2004	Australia
Burns Singer	1928	1964	Scotland/US
Camara Laye	1928	1980	Guinea
Carlos Fuentes	1928	2012	Mexico
Carmen Naranjo	1928	2012	Costa Rica
Cécile Aubry	1928	2010	France
Che Guevara	1928	1967	Argentina/Bolivia
Cheikh Hamidou Kane	1928	*	Senegal
Clifford Edmund Bosworth	1928	2015	England
Clyde Sanger	1928	2022	England/Canada
Colin Kapp	1928	2007	England
Cynthia Ozick	1928	*	US
Danko Popovic'	1928	2009	Yugoslavia/Serbia
David Thomas (Dewi Hefin)	1928	2009	Wales
Donald Hall	1928	2018	US
Doris Piserchia	1928	*	US
Dov Yaffe	1928	2017	Lithuania/Israel
Dragan Lukic'	1928	2006	Yugoslavia/Serbia
Edip Cansever	1928	1986	Turkey
Édouard Glissant	1928	2011	Martinique/France
Édouard Glissant	1928	2011	Martinique/France
Edward Albee	1928	2016	US
Eleanor Spence	1928	2008	Australia
Elie Wiesel	1928	2016	Romania/US
Elizabeth Harrower	1928	2020	
Ellen Raskin	1928	1984	US
Emma de Cartosio	1928	2013	Argentina/France
Erling Christie	1928	1996	Norway
Eve Bunting	1928	*	N Ireland/US
Ferenc Juhász	1928	2015	Hungary
Gene Frumkin	1928	2007	US
Genrikh Sapgir	1928	1999	USSR
Gerald Hawkins	1928	2003	England/US
Gérard Bessière	1928	*	France
Gilles Vigneault	1928	*	Canada
Giovanni Orelli	1928	2016	Switzerland
Griselda Gambaro	1928	*	Argentina
Hannah Weiner	1928	1997	US
Hazel Holt	1928	2015	England
Hazel Townson	1928	2010	England
Hubert Selby Jr.	1928	2004	US
Ian Middleton	1928	2007	N Zealand
J. A. Cuddon	1928	1996	England
J. T. Edson	1928	2014	England
James McIntyre	1928	2006	Scotland/Canada
James White	1928	1999	N Ireland
Jane Gardam	1928	*	England
Jane Grigson	1928	1990	England
Jayanta Mahapatra	1928	*	India
Jean Adamson	1928	*	England
Jean Joubert	1928	2015	France
Jorge Ibargüengoitia	1928	1983	Mexico
Joseph Muthee	1928	*	Kenya
Judith Krantz	1928	2019	US
Kate Wilhelm	1928	2018	US
Katharine Whitehorn	1928	2021	England
Kwesi Brew	1928	2007	Gold Coast/Ghana
Lamine Diakhate	1928	1987	Senegal
Lars Forssell	1928	2007	Sweden
Lester Grinspoon	1928	2020	US
Lionel Abrahams	1928	2004	S Africa
Lojze Kovacvicv	1928	2004	Yugoslavia/Slovenia
Louis Calaferte	1928	1994	Italy/France
Louise Fitzhugh	1928	1974	US
Luci Shaw	1928	*	England/US
Manuel Scorza	1928	1983	Peru
Margaret Scott	1928	2014	N Zealand
Mário Pinto de Andrade	1928	1990	Angola
Marjorie Lynette Sigley	1928	1997	England
Marjorie Oludhe Macgoye	1928	2015	England/Kenya
Maung Thaw Ka	1928	1991	Burma/Myanmar
Maurice Sendak	1928	2012	US
Maya Angelou	1928	2014	US
Maya Angelou	1928	2014	US
Meto Jovanovski	1928	2016	Yugoslavia/N Macedonia
Michael Shaara	1928	1988	US
Miha Remec	1928	2020	Yugoslavia/Slovenia
Miodrag Pavlovic'	1928	2014	Yugoslavia/Germany
Mohammad Hashem Zamani	1928	2005	Afghanistan/US
Mohammed Arkoun	1928	2010	Algeria
Myriam Ben	1928	2001	Algeria
Nadezvka Mosusova	1928	*	Yugoslavia/Serbia
Niki Etsuko	1928	1986	Japan
Noam Chomsky	1928	*	US
Nodar Dumbadze	1928	1984	USSR
Noé Jitrik	1928	*	Argentina
Olympe Bhely-Quenum	1928	*	Benin/France
Otto F. Walter	1928	1994	Switzerland
Ovídio Martins	1928	1999	Cape Verde/Netherlands
Pat Smythe	1928	1996	England
Patrick Tilley	1928	2020	England
Paul Johnson	1928	*	England
Peter Davison	1928	2004	US
Peter Hacks	1928	2003	Germany
Philip K. Dick	1928	1982	US
Philip Levine	1928	2015	US
R. D. Wingfield	1928	2007	England
R. Geraint Gruffydd	1928	2015	Wales
Radomir Konstantinovic'	1928	2011	Yugoslavia/Serbia
Robert Leeson	1928	2013	England
Robert M. Pirsig	1928	2017	US
Robert Newton Peck	1928	2020	US
Robert Sheckley	1928	2005	US
Rose Zwi	1928	2018	Mexico/Australia
Rosemary Tonks	1928	2014	England
Russell Edson	1928	2014	US
Ryu Mitsuse	1928	1999	Japan
Salvador Garmendia	1928	2001	Venezuela
Serge Gainsbourg	1928	1991	France
Seydou Badian Kouyaté	1928	2018	French Sudan/Mali
Shirley Maddock	1928	2001	N Zealand
Sigfús Daðason	1928	1996	Iceland
Stan Barstow	1928	2011	England
Stevan Raicvkovic'	1928	2007	Yugoslavia/Serbia
Stig Claesson	1928	2008	Sweden
Syed Hussein Alatas	1928	2007	Malaya/Malaysia
Sylvia Wynter	1928	*	Cuba/Jamaica
Tage Danielsson	1928	1985	Sweden
Tatsuhiko Shibusawa	1928	1987	Japan
Thomas Kinsella	1928	2021	Ireland
Timothy Holme	1928	1987	England/Italy
Tom Sharpe	1928	2013	England/Spain
Viriato da Cruz	1928	1973	Angola/China
Walter Tevis	1928	1984	US
William F. Nolan	1928	2021	US
William Henry Davenport Adams	1928	1991	England
William Mayne	1928	2010	England
William Peter Blatty	1928	2017	US
Zong Pu	1928	*	China
Zora Tavcvar	1928	*	Yugoslavia/Italy
Abdur Rouf Choudhury	1929	1996	India/Bangladesh
Adrienne Rich	1929	2012	US
Al Alvarez	1929	2019	England
Amu Djoleto	1929	*	Gold Coast/Ghana
Ann Elizabeth Carson	1929	*	Canada
Antonije '	1929	2020	Yugoslavia/Serbia
Barbara Kimenye	1929	2012	England/Uganda
Barbara York Main	1929	2019	Australia
Ben Got	1929	2020	Japan
Bernard Crick	1929	2008	England
Birgitta Trotzig	1929	2011	Sweden
Bobi Jones	1929	2017	Wales
Bonnie Lubega	1929	*	Uganda
Brian Friel	1929	2015	Ireland
Brigid Brophy	1929	1995	England
Catherine Gaskin	1929	2009	Ireland/Australia
Charles Beaumont	1929	1967	US
Charles Dobzynski	1929	2014	Poland/France
Christa Wolf	1929	2011	Germany
Christopher Henry Muwanga Barlow	1929	2006	Uganda
Coral Lansbury	1929	1991	Australia
Dane Zajc	1929	2005	Yugoslavia/Slovenia
David Edwards	1929	2018	England
David Lake	1929	2016	India/Australia
Dominik Smole	1929	1992	Yugoslavia/Slovenia
Dusvan Salatic'	1929	*	Yugoslavia/Serbia
Eileen Dewhurst	1929	*	England
Enrique Lihn	1929	1988	Chile
Eric Carle	1929	2021	US
Eric Carle	1929	2021	US
Ferdinand Oyono	1929	2010	Cameroon
Francis Bebey	1929	2001	Cameroon/France
François Cheng	1929	*	China/France
Gábor Görgey	1929	*	Hungary
Gastón Suárez	1929	1984	Bolivia
George Clayton Johnson	1929	2015	US
George Selden	1929	1989	US
Georgi Markov	1929	1978	Bulgaria/England
Graham Oakley	1929	*	England
Grisélidis Réal	1929	2005	Switzerland
Gunadasa Amarasekara	1929	*	Ceylon/Sri Lanka
Gunnar Bull Gundersen	1929	1993	Norway
Haroldo de Campos	1929	2003	Brazil
Héctor Tizón	1929	2012	Argentina
Heiner Müller	1929	1995	Germany
Hugo Claus	1929	2008	Belgium
Hugo Loetscher	1929	2009	Switzerland
Imre Kertész	1929	2016	Hungary
Ioan Bowen Rees	1929	1999	Wales
Ivan Ivanji	1929	*	Yugoslavia/Austria
Jacqueline Fahey	1929	*	N Zealand
Jahanara Imam	1929	1994	India/Bangladesh
Janusz Szpota	1929	1991	Poland
Jean Thesman	1929	2016	US
Jennifer Dawson	1929	2000	England
John Graham Nicholls	1929	*	England/Switzerland
John Hollander	1929	2013	US
John Montague	1929	2016	US/France
John Munonye	1929	1999	Nigeria
John Osborne	1929	1994	England
Jonathan Williams	1929	2008	US
Julio Ramón Ribeyro	1929	1994	Peru
June Carter Cash	1929	2003	US
Jürgen Habermas	1929	*	Germany
K. M. Peyton	1929	*	England
Keith Waterhouse	1929	2009	England
Khin Maung Nyunt	1929	*	Burma/Myanmar
Kjell Askildsen	1929	2021	Norway
Kuniko Muk	1929	1981	Japan
Kyi Aye	1929	2016	Burma/Myanmar
Larry Collins	1929	2005	US
Len Deighton	1929	*	England
Lucien Xavier Michel-Andrianarahinjaka	1929	1997	Mozambique
Lynne Reid Banks	1929	*	England
Magnus Magnusson	1929	2007	Iceland/Scotland
Marcelino dos Santos	1929	1920	Mozambique
Margaret Biggs	1929	*	England
Mariama Bâ	1929	1981	Senegal/France
Martin Luther King Jr.	1929	1968	US
Marvin Kitman	1929	*	US
Masami Fukushima	1929	1976	Japan
Michael Ende	1929	1995	Germany
Milan Kundera	1929	*	Czechoslovakia/France
Milorad Pavic'	1929	2009	Yugoslavia/Serbia
Milorad Pavic'	1929	2009	Yugoslavia/Serbia
Moawad GadElrab	1929	1983	Egypt
Mukhran Machavariani	1929	2010	USSR/Georgia
Mya Than Tint	1929	1998	Burma/Myanmar
Nada Inada	1929	2013	Japan
Nicolas Bouvier	1929	1998	Switzerland
Nigel Hawthorne	1929	2001	S Africa/England
Nikola Milosvevic'	1929	2007	Yugoslavia/Serbia
Noordin Hassan	1929	*	Malaya/Malaysia
Norton Juster	1929	2021	US
Orlando da Costa	1929	2006	Portugal
Osvaldo Dragún	1929	1999	Argentina
Otohiko Kaga	1929	*	Japan
Owain Owain	1929	1993	Wales
Pawlu Aquilina	1929	2009	Malta
Petar Dzvadzvic'	1929	1996	Yugoslavia/Serbia
Peter Carter	1929	1999	England/Germany
Peter Porter	1929	2010	Australia/England
R. A. Simpson	1929	2002	Australia
Radomir Belac'evic'	1929	2005	Yugoslavia/Serbia
Ralph McInerny	1929	2010	US
Ray Mathew	1929	2002	Australia
Reay Tannahill	1929	2007	Scotland/England
Reinhard Lettau	1929	1996	Germany/US
Remco Campert	1929	*	Netherlands
Renate Rubinstein	1929	1990	Netherlands
Renée Gertrude Taylor	1929	*	N Zealand
Richard Howard	1929	*	US
Robert Quackenbush	1929	2021	US
Robert Westall	1929	1993	England
Robert Zend	1929	1985	Hungary/Canada
Robyn Léwis	1929	2019	Wales
Rudy Kousbroek	1929	2010	Dutch East Indies/Netherlands
Russell Freedman	1929	2018	US
Sándor Kányádi	1929	2018	Romania/Hungary
Shamsur Rahman	1929	2006	India/Bangladesh
Shona McFarlane	1929	2001	N Zealand
Simcha Lieberman	1929	2009	Poland/England
Takehiro Irokawa	1929	1989	Japan
Tayeb Salih	1929	2009	Sudan/England
Thom Gunn	1929	2004	England/US
Thomas B. Allen	1929	2018	US
Thomas Meehan	1929	2017	US
U. A. Fanthorpe	1929	2009	England
Urien Wiliam	1929	2006	Wales
Ursula K. Le Guin	1929	2018	US
Usman Awang	1929	2001	Malaya/Malaysia
Vasily Shukshin	1929	1974	USSR
Vera Mutafchieva	1929	2009	Bulgaria
Victor de Waal	1929	*	Netherlands/England
Vid Pecvjak	1929	2016	Yugoslavia/Slovenia
Virginia Spencer Carr	1929	2012	US
Walter Kempowski	1929	2007	Germany
Wycliffe Kiyingi	1929	2014	Uganda
X. J. Kennedy	1929	*	US
Yaakov Blau	1929	2013	Palestine/Israel
Yemi Ajibade	1929	2013	Nigeria/England
Yordan Radichkov	1929	2004	Bulgaria
Yvonne du Fresne	1929	2011	N Zealand
Akiyuki Nosaka	1930	2015	Japan
Akiyuki Nosaka	1930	2015	Japan
Alda Lara	1930	1962	Angola
Alifa Rifaat	1930	1996	Egypt
Anthony Thwaite	1930	2021	England
Anton Donchev	1930	*	Bulgaria
Antonio Gala	1930	*	Spain
Baldur Ragnarsson	1930	2018	Iceland
Barbara G. Walker	1930	*	US
Barry Unsworth	1930	2012	England/Italy
Bediako Asare	1930	*	Gold Coast/Tanzania
Bob den Uyl	1930	1992	Netherlands
Borislav Pekic'	1930	1992	Yugoslavia
Branimir Zvivojinovic'	1930	2007	Yugoslavia/Serbia
Brenda Niall	1930	*	Australia
Bruce Dawe	1930	2020	Australia
Camilla Carlson	1930	1990	Norway
Catherine Aird	1930	*	England
Cherry Wilder	1930	2002	N Zealand
Chimako Tada	1930	2003	Japan
Chinua Achebe	1930	2013	Nigeria
Colin Dexter	1930	2017	England
Cosmo Pieterse	1930	*	SW Africa/Namibia
Crispin Tickell	1930	2022	England
Dan Pagis	1930	1986	Romania/Israel
David Hackworth	1930	2005	US
David Rubadiri	1930	2018	Nyasaland/Malawi
Denis Pitts	1930	1994	England
Derek Walcott	1930	2017	Saint Lucia/US
Dixie Browning	1930	*	US
Donald Allchin	1930	2010	England
Douglas Hurd	1930	*	England
Dragoslav Mihailovic'	1930	*	Yugoslavia/Serbia
E. L. Konigsburg	1930	2013	US
Edward Storey	1930	2018	England/Wales
Elaine Feinstein	1930	2019	England
Elizabeth Cook-Lynn	1930	*	US
Erica Pedretti	1930	*	Czechoslovakia/Switzerland
Erzsébet Galgóczi	1930	1989	Hungary
Eva Strittmatter	1930	2011	Germany
Falaba Issa Traoré	1930	2003	Mali
Fatima Ahmed Ibrahim	1930	2017	Sudan
Forrest Fenn	1930	2020	US
Francisco Urondo	1930	1976	Argentina
Frank McCourt	1930	2009	Ireland
Fred Saberhagen	1930	2007	US
Gary Snyder	1930	*	US
Gavin Greenlees	1930	1983	Australia
Gladys Lomafu Pato	1930	*	Swaziland
Gordon Hamilton Fairley	1930	1975	Australia/England
Grace Ogot	1930	2015	Kenya
Gregory Corso	1930	2001	US
Gyula Juhász	1930	1993	Hungary
Harold Pinter	1930	2008	England
Harry Mathews	1930	2017	US
Héctor Bianciotti	1930	2012	Argentina/France
Herbert Nachbar	1930	1980	Germany
Herberto Hélder	1930	2015	Portugal
Hilda Hilst	1930	2004	Brazil
Irma Chilton	1930	1990	Wales
Ivan Aralica	1930	*	Yugoslavia/Croatia
J. G. Ballard	1930	2009	China/England
Jacques Derrida	1930	2004	Algeria/France
Janou Saint-Denis	1930	2000	Canada
Jean Lonie	1930	1997	N Zealand
Jean-Pierre Duprey	1930	1959	France
Jef Geeraerts	1930	2015	Belgium
Joanna McClure	1930	*	US
John Barth	1930	*	US
John Grant	1930	2014	Scotland
John Joseph Jones	1930	2000	England/Australia
Jon Silkin	1930	1997	England
José Narosky	1930	*	Argentina
Józef Krupi	1930	1998	Poland
Juan Gelman	1930	2014	Argentina/Mexico
Juan José Sebreli	1930	*	Argentina
Justinas Marcinkevicvius	1930	2011	Lithuania/Soviet Union
Katherine Jackson	1930	*	US
Ky Kishida	1930	2006	Japan
Kyotaro Nishimura	1930	2022	Japan
Laura Ulewicz	1930	2007	US
Lin Carter	1930	1988	US
Mabel Segun	1930	*	Nigeria
Margo Glantz	1930	*	Mexico
María Elena Walsh	1930	2011	Argentina
Marion Zimmer Bradley	1930	1999	US
Marjan Rozvanc	1930	1990	Yugoslavia
Marjorie Quarton	1930	*	Ireland
Marlene Norst	1930	2010	Australia
Mazisi Kunene	1930	2006	S Africa
Mena Kasmiri Abdullah	1930	*	Australia
